schema,table,column,type
refined,pricing_silver_14,event_ts,string
refined,pricing_silver_14,event_ts,double
refined,pricing_silver_14,status,int
refined,pricing_silver_14,col_4,string
refined,pricing_silver_14,col_5,timestamp
refined,pricing_silver_14,col_6,"decimal(10,2)"
refined,pricing_silver_14,col_7,timestamp
refined,pricing_silver_14,col_8,boolean
refined,sessions_silver_01,event_ts,string
refined,sessions_silver_01,order_id,date
refined,sessions_silver_01,dt,"decimal(10,2)"
refined,sessions_silver_01,col_4,boolean
refined,sessions_silver_01,col_5,timestamp
refined,sessions_silver_01,col_6,date
refined,sessions_silver_01,col_7,int
refined,sessions_silver_01,col_8,bigint
refined,sessions_silver_01,col_9,int
refined,sessions_silver_01,col_10,double
refined,sessions_silver_01,col_11,int
refined,sessions_silver_01,col_12,string
refined,sessions_silver_01,col_13,double
refined,sessions_silver_01,col_14,bigint
refined,sessions_silver_01,col_15,boolean
refined,sessions_silver_01,col_16,"decimal(10,2)"
refined,sessions_silver_01,col_17,date
refined,sessions_silver_02,customer_id,string
refined,sessions_silver_02,country,string
refined,sessions_silver_02,sku,timestamp
refined,sessions_silver_02,col_4,timestamp
refined,sessions_silver_02,col_5,int
refined,sessions_silver_02,col_6,string
refined,sessions_silver_02,col_7,timestamp
refined,sessions_silver_02,col_8,double
refined,sessions_silver_02,col_9,double
refined,sessions_silver_02,col_10,bigint
refined,sessions_silver_02,col_11,boolean
refined,sessions_silver_02,col_12,date
refined,sessions_silver_02,col_13,double
refined,sessions_silver_02,col_14,boolean
refined,sessions_silver_02,col_15,bigint
refined,sessions_silver_03,country,"decimal(10,2)"
refined,sessions_silver_03,country,boolean
refined,sessions_silver_03,amount,timestamp
refined,sessions_silver_03,col_4,double
refined,sessions_silver_03,col_5,int
refined,sessions_silver_03,col_6,timestamp
refined,sessions_silver_03,col_7,string
refined,sessions_silver_03,col_8,date
refined,sessions_silver_03,col_9,string
refined,sessions_silver_03,col_10,bigint
refined,sessions_silver_04,order_id,date
refined,sessions_silver_04,dt,int
refined,sessions_silver_04,event_ts,double
refined,sessions_silver_04,col_4,double
refined,sessions_silver_04,col_5,"decimal(10,2)"
refined,sessions_silver_04,col_6,date
refined,sessions_silver_04,col_7,string
refined,sessions_silver_04,col_8,string
refined,sessions_silver_04,col_9,string
refined,sessions_silver_04,col_10,date
refined,sessions_silver_04,col_11,boolean
refined,sessions_silver_04,col_12,double
refined,sessions_silver_04,col_13,date
refined,sessions_silver_04,col_14,timestamp
refined,sessions_silver_04,col_15,date
refined,sessions_silver_05,dt,timestamp
refined,sessions_silver_05,sku,int
refined,sessions_silver_05,amount,"decimal(10,2)"
refined,sessions_silver_05,col_4,bigint
refined,sessions_silver_05,col_5,date
refined,sessions_silver_05,col_6,string
refined,sessions_silver_05,col_7,timestamp
refined,sessions_silver_05,col_8,timestamp
refined,sessions_silver_05,col_9,double
refined,sessions_silver_05,col_10,int
refined,sessions_silver_06,event_ts,string
refined,sessions_silver_06,customer_id,timestamp
refined,sessions_silver_06,amount,string
refined,sessions_silver_06,col_4,string
refined,sessions_silver_06,col_5,boolean
refined,sessions_silver_06,col_6,timestamp
refined,sessions_silver_06,col_7,"decimal(10,2)"
refined,sessions_silver_06,col_8,"decimal(10,2)"
refined,sessions_silver_07,customer_id,date
refined,sessions_silver_07,status,bigint
refined,sessions_silver_07,customer_id,"decimal(10,2)"
refined,sessions_silver_07,col_4,string
refined,sessions_silver_07,col_5,boolean
refined,sessions_silver_07,col_6,date
refined,sessions_silver_07,col_7,timestamp
refined,sessions_silver_07,col_8,int
refined,sessions_silver_07,col_9,boolean
refined,sessions_silver_07,col_10,double
refined,sessions_silver_07,col_11,int
refined,sessions_silver_08,order_id,date
refined,sessions_silver_08,dt,string
refined,sessions_silver_08,order_id,bigint
refined,sessions_silver_08,col_4,double
refined,sessions_silver_08,col_5,"decimal(10,2)"
refined,sessions_silver_08,col_6,"decimal(10,2)"
refined,sessions_silver_08,col_7,string
refined,sessions_silver_08,col_8,int
refined,sessions_silver_08,col_9,timestamp
refined,sessions_silver_08,col_10,double
refined,sessions_silver_08,col_11,bigint
refined,sessions_silver_08,col_12,date
refined,sessions_silver_08,col_13,int
refined,sessions_silver_08,col_14,timestamp
refined,sessions_silver_08,col_15,timestamp
refined,sessions_silver_08,col_16,"decimal(10,2)"
refined,sessions_silver_08,col_17,"decimal(10,2)"
refined,sessions_silver_08,col_18,int
refined,sessions_silver_09,sku,int
refined,sessions_silver_09,status,"decimal(10,2)"
refined,sessions_silver_09,customer_id,double
refined,sessions_silver_09,col_4,"decimal(10,2)"
refined,sessions_silver_09,col_5,"decimal(10,2)"
refined,sessions_silver_09,col_6,"decimal(10,2)"
refined,sessions_silver_09,col_7,date
refined,sessions_silver_09,col_8,"decimal(10,2)"
refined,sessions_silver_09,col_9,int
refined,sessions_silver_09,col_10,"decimal(10,2)"
refined,sessions_silver_10,event_ts,string
refined,sessions_silver_10,amount,bigint
refined,sessions_silver_10,event_ts,double
refined,sessions_silver_10,col_4,boolean
refined,sessions_silver_10,col_5,date
refined,sessions_silver_10,col_6,timestamp
refined,sessions_silver_10,col_7,bigint
refined,sessions_silver_10,col_8,boolean
refined,sessions_silver_10,col_9,double
refined,sessions_silver_10,col_10,boolean
refined,sessions_silver_11,sku,double
refined,sessions_silver_11,event_ts,string
refined,sessions_silver_11,dt,timestamp
refined,sessions_silver_11,col_4,string
refined,sessions_silver_11,col_5,boolean
refined,sessions_silver_11,col_6,string
refined,sessions_silver_11,col_7,boolean
refined,sessions_silver_11,col_8,"decimal(10,2)"
refined,sessions_silver_11,col_9,string
refined,sessions_silver_11,col_10,date
refined,sessions_silver_11,col_11,string
refined,sessions_silver_12,status,"decimal(10,2)"
refined,sessions_silver_12,country,timestamp
refined,sessions_silver_12,dt,boolean
refined,sessions_silver_12,col_4,date
refined,sessions_silver_12,col_5,double
refined,sessions_silver_12,col_6,int
refined,sessions_silver_12,col_7,int
refined,sessions_silver_12,col_8,date
refined,sessions_silver_12,col_9,timestamp
refined,sessions_silver_12,col_10,string
refined,sessions_silver_12,col_11,date
refined,sessions_silver_12,col_12,string
refined,sessions_silver_12,col_13,bigint
refined,sessions_silver_12,col_14,timestamp
refined,sessions_silver_12,col_15,date
refined,sessions_silver_12,col_16,"decimal(10,2)"
refined,sessions_silver_12,col_17,boolean
refined,sessions_silver_12,col_18,date
refined,sessions_silver_13,dt,double
refined,sessions_silver_13,order_id,boolean
refined,sessions_silver_13,event_ts,timestamp
refined,sessions_silver_13,col_4,bigint
refined,sessions_silver_13,col_5,timestamp
refined,sessions_silver_13,col_6,string
refined,sessions_silver_13,col_7,double
refined,sessions_silver_13,col_8,timestamp
refined,sessions_silver_13,col_9,boolean
refined,sessions_silver_13,col_10,string
refined,sessions_silver_13,col_11,date
refined,sessions_silver_13,col_12,int
refined,sessions_silver_13,col_13,string
refined,sessions_silver_14,event_ts,int
refined,sessions_silver_14,amount,double
refined,sessions_silver_14,order_id,"decimal(10,2)"
refined,sessions_silver_14,col_4,double
refined,sessions_silver_14,col_5,double
refined,sessions_silver_14,col_6,boolean
refined,sessions_silver_14,col_7,int
refined,sessions_silver_14,col_8,double
refined,sessions_silver_14,col_9,"decimal(10,2)"
refined,sessions_silver_14,col_10,timestamp
refined,sessions_silver_14,col_11,"decimal(10,2)"
refined,sessions_silver_14,col_12,boolean
refined,sessions_silver_14,col_13,"decimal(10,2)"
refined,sessions_silver_14,col_14,boolean
refined,sessions_silver_14,col_15,string
mart,customer_gold_01,order_id,timestamp
mart,customer_gold_01,country,timestamp
mart,customer_gold_01,country,timestamp
mart,customer_gold_01,col_4,bigint
mart,customer_gold_01,col_5,bigint
mart,customer_gold_01,col_6,string
mart,customer_gold_01,col_7,double
mart,customer_gold_01,col_8,bigint
mart,customer_gold_02,order_id,int
mart,customer_gold_02,status,double
mart,customer_gold_02,event_ts,double
mart,customer_gold_02,col_4,double
mart,customer_gold_02,col_5,bigint
mart,customer_gold_02,col_6,int
mart,customer_gold_02,col_7,date
mart,customer_gold_02,col_8,timestamp
mart,customer_gold_02,col_9,int
mart,customer_gold_02,col_10,string
mart,customer_gold_02,col_11,int
mart,customer_gold_02,col_12,string
mart,customer_gold_02,col_13,"decimal(10,2)"
mart,customer_gold_02,col_14,timestamp
mart,customer_gold_02,col_15,boolean
mart,customer_gold_02,col_16,timestamp
mart,customer_gold_03,country,boolean
mart,customer_gold_03,customer_id,date
mart,customer_gold_03,sku,boolean
mart,customer_gold_03,col_4,string
mart,customer_gold_03,col_5,bigint
mart,customer_gold_03,col_6,bigint
mart,customer_gold_03,col_7,timestamp
mart,customer_gold_03,col_8,string
mart,customer_gold_03,col_9,"decimal(10,2)"
mart,customer_gold_03,col_10,boolean
mart,customer_gold_04,amount,bigint
mart,customer_gold_04,sku,bigint
mart,customer_gold_04,order_id,string
mart,customer_gold_04,col_4,int
mart,customer_gold_04,col_5,timestamp
mart,customer_gold_04,col_6,double
mart,customer_gold_04,col_7,string
mart,customer_gold_04,col_8,double
mart,customer_gold_04,col_9,bigint
mart,customer_gold_04,col_10,boolean
mart,customer_gold_04,col_11,double
mart,customer_gold_04,col_12,date
mart,customer_gold_04,col_13,"decimal(10,2)"
mart,customer_gold_04,col_14,boolean
mart,customer_gold_04,col_15,int
mart,customer_gold_04,col_16,string
mart,customer_gold_04,col_17,int
mart,customer_gold_05,dt,"decimal(10,2)"
mart,customer_gold_05,dt,int
mart,customer_gold_05,status,"decimal(10,2)"
mart,customer_gold_05,col_4,boolean
mart,customer_gold_05,col_5,int
mart,customer_gold_05,col_6,"decimal(10,2)"
mart,customer_gold_05,col_7,double
mart,customer_gold_05,col_8,timestamp
mart,customer_gold_05,col_9,bigint
mart,customer_gold_05,col_10,int
mart,customer_gold_05,col_11,boolean
mart,customer_gold_05,col_12,date
mart,customer_gold_05,col_13,int
mart,customer_gold_05,col_14,date
mart,customer_gold_06,customer_id,double
mart,customer_gold_06,status,boolean
mart,customer_gold_06,status,timestamp
mart,customer_gold_06,col_4,string
mart,customer_gold_06,col_5,timestamp
mart,customer_gold_06,col_6,date
mart,customer_gold_06,col_7,double
mart,customer_gold_06,col_8,bigint
mart,customer_gold_06,col_9,timestamp
mart,customer_gold_06,col_10,bigint
mart,customer_gold_06,col_11,bigint
mart,customer_gold_06,col_12,boolean
mart,customer_gold_06,col_13,timestamp
mart,customer_gold_06,col_14,int
mart,customer_gold_06,col_15,bigint
mart,customer_gold_07,event_ts,double
mart,customer_gold_07,amount,boolean
mart,customer_gold_07,event_ts,timestamp
mart,customer_gold_07,col_4,timestamp
mart,customer_gold_07,col_5,timestamp
mart,customer_gold_07,col_6,"decimal(10,2)"
mart,customer_gold_07,col_7,"decimal(10,2)"
mart,customer_gold_07,col_8,int
mart,customer_gold_07,col_9,double
mart,customer_gold_07,col_10,"decimal(10,2)"
mart,customer_gold_07,col_11,double
mart,customer_gold_07,col_12,timestamp
mart,customer_gold_07,col_13,timestamp
mart,customer_gold_07,col_14,"decimal(10,2)"
mart,customer_gold_08,event_ts,int
mart,customer_gold_08,amount,boolean
mart,customer_gold_08,order_id,string
mart,customer_gold_08,col_4,string
mart,customer_gold_08,col_5,boolean
mart,customer_gold_08,col_6,date
mart,customer_gold_08,col_7,int
mart,customer_gold_08,col_8,boolean
mart,customer_gold_08,col_9,timestamp
mart,customer_gold_08,col_10,boolean
mart,customer_gold_08,col_11,int
mart,customer_gold_08,col_12,string
mart,customer_gold_08,col_13,bigint
mart,customer_gold_09,order_id,string
mart,customer_gold_09,amount,int
mart,customer_gold_09,customer_id,timestamp
mart,customer_gold_09,col_4,string
mart,customer_gold_09,col_5,boolean
mart,customer_gold_09,col_6,date
mart,customer_gold_09,col_7,int
mart,customer_gold_09,col_8,"decimal(10,2)"
mart,customer_gold_09,col_9,bigint
mart,customer_gold_09,col_10,date
mart,customer_gold_09,col_11,string
mart,customer_gold_10,dt,bigint
mart,customer_gold_10,event_ts,double
mart,customer_gold_10,status,"decimal(10,2)"
mart,customer_gold_10,col_4,"decimal(10,2)"
mart,customer_gold_10,col_5,double
mart,customer_gold_10,col_6,double
mart,customer_gold_10,col_7,double
mart,customer_gold_10,col_8,timestamp
mart,customer_gold_10,col_9,boolean
mart,customer_gold_10,col_10,int
mart,customer_gold_10,col_11,"decimal(10,2)"
mart,customer_gold_10,col_12,"decimal(10,2)"
mart,customer_gold_10,col_13,"decimal(10,2)"
mart,customer_gold_10,col_14,boolean
mart,customer_gold_11,customer_id,int
mart,customer_gold_11,order_id,int
mart,customer_gold_11,event_ts,"decimal(10,2)"
mart,customer_gold_11,col_4,"decimal(10,2)"
mart,customer_gold_11,col_5,string
mart,customer_gold_11,col_6,boolean
mart,customer_gold_11,col_7,boolean
mart,customer_gold_11,col_8,"decimal(10,2)"
mart,customer_gold_11,col_9,boolean
mart,customer_gold_12,dt,string
mart,customer_gold_12,sku,int
mart,customer_gold_12,amount,bigint
mart,customer_gold_12,col_4,int
mart,customer_gold_12,col_5,timestamp
mart,customer_gold_12,col_6,date
mart,customer_gold_12,col_7,date
mart,customer_gold_12,col_8,"decimal(10,2)"
mart,customer_gold_13,sku,timestamp
mart,customer_gold_13,dt,boolean
mart,customer_gold_13,country,date
mart,customer_gold_13,col_4,timestamp
mart,customer_gold_13,col_5,date
mart,customer_gold_13,col_6,double
mart,customer_gold_13,col_7,timestamp
mart,customer_gold_13,col_8,int
mart,customer_gold_13,col_9,date
mart,customer_gold_13,col_10,string
mart,customer_gold_13,col_11,timestamp
mart,customer_gold_13,col_12,string
mart,customer_gold_13,col_13,boolean
mart,customer_gold_13,col_14,string
mart,customer_gold_13,col_15,double
mart,customer_gold_13,col_16,date
mart,customer_gold_13,col_17,timestamp
mart,customer_gold_14,order_id,string
mart,customer_gold_14,event_ts,boolean
mart,customer_gold_14,dt,date
mart,customer_gold_14,col_4,boolean
mart,customer_gold_14,col_5,timestamp
mart,customer_gold_14,col_6,string
mart,customer_gold_14,col_7,string
mart,customer_gold_14,col_8,int
mart,customer_gold_14,col_9,int
mart,customer_gold_14,col_10,int
mart,customer_gold_14,col_11,timestamp
mart,orders_gold_01,order_id,double
mart,orders_gold_01,amount,"decimal(10,2)"
mart,orders_gold_01,dt,date
mart,orders_gold_01,col_4,int
mart,orders_gold_01,col_5,"decimal(10,2)"
mart,orders_gold_01,col_6,date
mart,orders_gold_01,col_7,int
mart,orders_gold_01,col_8,string
mart,orders_gold_02,customer_id,"decimal(10,2)"
mart,orders_gold_02,status,date
mart,orders_gold_02,order_id,bigint
mart,orders_gold_02,col_4,bigint
mart,orders_gold_02,col_5,bigint
mart,orders_gold_02,col_6,date
mart,orders_gold_02,col_7,boolean
mart,orders_gold_02,col_8,date
mart,orders_gold_02,col_9,bigint
mart,orders_gold_02,col_10,date
mart,orders_gold_02,col_11,double
mart,orders_gold_03,customer_id,"decimal(10,2)"
mart,orders_gold_03,customer_id,bigint
mart,orders_gold_03,status,double
mart,orders_gold_03,col_4,int
mart,orders_gold_03,col_5,int
mart,orders_gold_03,col_6,"decimal(10,2)"
mart,orders_gold_03,col_7,timestamp
mart,orders_gold_03,col_8,"decimal(10,2)"
mart,orders_gold_03,col_9,bigint
mart,orders_gold_03,col_10,string
mart,orders_gold_03,col_11,double
mart,orders_gold_03,col_12,boolean
mart,orders_gold_03,col_13,bigint
mart,orders_gold_03,col_14,boolean
mart,orders_gold_03,col_15,string
mart,orders_gold_03,col_16,bigint
mart,orders_gold_03,col_17,bigint
mart,orders_gold_03,col_18,boolean
mart,orders_gold_04,sku,double
mart,orders_gold_04,amount,string
mart,orders_gold_04,event_ts,timestamp
mart,orders_gold_04,col_4,boolean
mart,orders_gold_04,col_5,timestamp
mart,orders_gold_04,col_6,int
mart,orders_gold_04,col_7,bigint
mart,orders_gold_04,col_8,double
mart,orders_gold_05,dt,boolean
mart,orders_gold_05,event_ts,int
mart,orders_gold_05,order_id,string
mart,orders_gold_05,col_4,timestamp
mart,orders_gold_05,col_5,timestamp
mart,orders_gold_05,col_6,timestamp
mart,orders_gold_05,col_7,int
mart,orders_gold_05,col_8,bigint
mart,orders_gold_05,col_9,timestamp
mart,orders_gold_05,col_10,date
mart,orders_gold_05,col_11,date
mart,orders_gold_05,col_12,boolean
mart,orders_gold_05,col_13,bigint
mart,orders_gold_05,col_14,int
mart,orders_gold_05,col_15,double
mart,orders_gold_06,sku,string
mart,orders_gold_06,event_ts,double
mart,orders_gold_06,country,date
mart,orders_gold_06,col_4,boolean
mart,orders_gold_06,col_5,bigint
mart,orders_gold_06,col_6,double
mart,orders_gold_06,col_7,bigint
mart,orders_gold_06,col_8,int
mart,orders_gold_06,col_9,double
mart,orders_gold_06,col_10,boolean
mart,orders_gold_06,col_11,boolean
mart,orders_gold_06,col_12,double
mart,orders_gold_06,col_13,bigint
mart,orders_gold_06,col_14,"decimal(10,2)"
mart,orders_gold_06,col_15,boolean
mart,orders_gold_06,col_16,double
mart,orders_gold_06,col_17,string
mart,orders_gold_07,dt,string
mart,orders_gold_07,country,string
mart,orders_gold_07,amount,timestamp
mart,orders_gold_07,col_4,"decimal(10,2)"
mart,orders_gold_07,col_5,"decimal(10,2)"
mart,orders_gold_07,col_6,boolean
mart,orders_gold_07,col_7,"decimal(10,2)"
mart,orders_gold_07,col_8,date
mart,orders_gold_07,col_9,int
mart,orders_gold_07,col_10,int
mart,orders_gold_07,col_11,timestamp
mart,orders_gold_07,col_12,boolean
mart,orders_gold_07,col_13,double
mart,orders_gold_08,customer_id,"decimal(10,2)"
mart,orders_gold_08,customer_id,int
mart,orders_gold_08,order_id,string
mart,orders_gold_08,col_4,double
mart,orders_gold_08,col_5,double
mart,orders_gold_08,col_6,"decimal(10,2)"
mart,orders_gold_08,col_7,double
mart,orders_gold_08,col_8,double
mart,orders_gold_08,col_9,string
mart,orders_gold_08,col_10,date
mart,orders_gold_09,event_ts,timestamp
mart,orders_gold_09,sku,string
mart,orders_gold_09,sku,int
mart,orders_gold_09,col_4,"decimal(10,2)"
mart,orders_gold_09,col_5,bigint
mart,orders_gold_09,col_6,int
mart,orders_gold_09,col_7,date
mart,orders_gold_09,col_8,int
mart,orders_gold_09,col_9,date
mart,orders_gold_09,col_10,bigint
mart,orders_gold_09,col_11,double
mart,orders_gold_09,col_12,string
mart,orders_gold_09,col_13,int
mart,orders_gold_09,col_14,timestamp
mart,orders_gold_09,col_15,int
mart,orders_gold_09,col_16,bigint
mart,orders_gold_09,col_17,string
mart,orders_gold_09,col_18,bigint
mart,orders_gold_10,status,string
mart,orders_gold_10,event_ts,boolean
mart,orders_gold_10,status,boolean
mart,orders_gold_10,col_4,bigint
mart,orders_gold_10,col_5,boolean
mart,orders_gold_10,col_6,"decimal(10,2)"
mart,orders_gold_10,col_7,int
mart,orders_gold_10,col_8,boolean
mart,orders_gold_10,col_9,timestamp
mart,orders_gold_10,col_10,int
mart,orders_gold_10,col_11,boolean
mart,orders_gold_10,col_12,"decimal(10,2)"
mart,orders_gold_10,col_13,boolean
mart,orders_gold_10,col_14,double
mart,orders_gold_10,col_15,date
mart,orders_gold_10,col_16,double
mart,orders_gold_11,order_id,"decimal(10,2)"
mart,orders_gold_11,sku,"decimal(10,2)"
mart,orders_gold_11,order_id,boolean
mart,orders_gold_11,col_4,int
mart,orders_gold_11,col_5,string
mart,orders_gold_11,col_6,double
mart,orders_gold_11,col_7,string
mart,orders_gold_11,col_8,timestamp
mart,orders_gold_11,col_9,string
mart,orders_gold_11,col_10,date
mart,orders_gold_11,col_11,timestamp
mart,orders_gold_11,col_12,boolean
mart,orders_gold_11,col_13,bigint
mart,orders_gold_11,col_14,boolean
mart,orders_gold_12,order_id,string
mart,orders_gold_12,customer_id,boolean
mart,orders_gold_12,status,int
mart,orders_gold_12,col_4,string
mart,orders_gold_12,col_5,int
mart,orders_gold_12,col_6,timestamp
mart,orders_gold_12,col_7,"decimal(10,2)"
mart,orders_gold_12,col_8,bigint
mart,orders_gold_12,col_9,bigint
mart,orders_gold_12,col_10,bigint
mart,orders_gold_13,customer_id,"decimal(10,2)"
mart,orders_gold_13,order_id,int
mart,orders_gold_13,country,int
mart,orders_gold_13,col_4,timestamp
mart,orders_gold_13,col_5,timestamp
mart,orders_gold_13,col_6,string
mart,orders_gold_13,col_7,int
mart,orders_gold_13,col_8,int
mart,orders_gold_14,dt,int
mart,orders_gold_14,amount,date
mart,orders_gold_14,amount,date
mart,orders_gold_14,col_4,timestamp
mart,orders_gold_14,col_5,double
mart,orders_gold_14,col_6,double
mart,orders_gold_14,col_7,double
mart,orders_gold_14,col_8,boolean
mart,orders_gold_14,col_9,boolean
mart,orders_gold_14,col_10,date
mart,orders_gold_14,col_11,date
mart,orders_gold_14,col_12,double
mart,orders_gold_14,col_13,string
mart,orders_gold_14,col_14,string
mart,orders_gold_14,col_15,timestamp
mart,transactions_gold_01,event_ts,int
mart,transactions_gold_01,status,"decimal(10,2)"
mart,transactions_gold_01,event_ts,boolean
mart,transactions_gold_01,col_4,"decimal(10,2)"
mart,transactions_gold_01,col_5,date
mart,transactions_gold_01,col_6,bigint
mart,transactions_gold_01,col_7,date
mart,transactions_gold_01,col_8,double
mart,transactions_gold_01,col_9,"decimal(10,2)"
mart,transactions_gold_01,col_10,date
mart,transactions_gold_01,col_11,"decimal(10,2)"
mart,transactions_gold_01,col_12,bigint
mart,transactions_gold_01,col_13,boolean
mart,transactions_gold_01,col_14,string
mart,transactions_gold_01,col_15,"decimal(10,2)"
mart,transactions_gold_01,col_16,int
mart,transactions_gold_01,col_17,boolean
mart,transactions_gold_01,col_18,string
mart,transactions_gold_02,status,int
mart,transactions_gold_02,amount,timestamp
mart,transactions_gold_02,order_id,string
mart,transactions_gold_02,col_4,int
mart,transactions_gold_02,col_5,boolean
mart,transactions_gold_02,col_6,timestamp
mart,transactions_gold_02,col_7,timestamp
mart,transactions_gold_02,col_8,int
mart,transactions_gold_02,col_9,double
mart,transactions_gold_02,col_10,string
mart,transactions_gold_02,col_11,bigint
mart,transactions_gold_02,col_12,"decimal(10,2)"
mart,transactions_gold_03,amount,int
mart,transactions_gold_03,status,int
mart,transactions_gold_03,status,int
mart,transactions_gold_03,col_4,timestamp
mart,transactions_gold_03,col_5,int
mart,transactions_gold_03,col_6,bigint
mart,transactions_gold_03,col_7,int
mart,transactions_gold_03,col_8,double
mart,transactions_gold_03,col_9,string
mart,transactions_gold_03,col_10,timestamp
mart,transactions_gold_03,col_11,date
mart,transactions_gold_03,col_12,boolean
mart,transactions_gold_03,col_13,"decimal(10,2)"
mart,transactions_gold_03,col_14,bigint
mart,transactions_gold_03,col_15,"decimal(10,2)"
mart,transactions_gold_04,event_ts,bigint
mart,transactions_gold_04,country,bigint
mart,transactions_gold_04,event_ts,timestamp
mart,transactions_gold_04,col_4,string
mart,transactions_gold_04,col_5,"decimal(10,2)"
mart,transactions_gold_04,col_6,string
mart,transactions_gold_04,col_7,int
mart,transactions_gold_04,col_8,string
mart,transactions_gold_04,col_9,string
mart,transactions_gold_04,col_10,string
mart,transactions_gold_04,col_11,timestamp
mart,transactions_gold_04,col_12,string
mart,transactions_gold_04,col_13,"decimal(10,2)"
mart,transactions_gold_04,col_14,bigint
mart,transactions_gold_05,event_ts,boolean
mart,transactions_gold_05,status,date
mart,transactions_gold_05,sku,boolean
mart,transactions_gold_05,col_4,double
mart,transactions_gold_05,col_5,timestamp
mart,transactions_gold_05,col_6,timestamp
mart,transactions_gold_05,col_7,timestamp
mart,transactions_gold_05,col_8,string
mart,transactions_gold_06,order_id,date
mart,transactions_gold_06,order_id,timestamp
mart,transactions_gold_06,event_ts,string
mart,transactions_gold_06,col_4,boolean
mart,transactions_gold_06,col_5,date
mart,transactions_gold_06,col_6,string
mart,transactions_gold_06,col_7,string
mart,transactions_gold_06,col_8,string
mart,transactions_gold_06,col_9,double
mart,transactions_gold_06,col_10,timestamp
mart,transactions_gold_06,col_11,int
mart,transactions_gold_06,col_12,timestamp
mart,transactions_gold_06,col_13,timestamp
mart,transactions_gold_06,col_14,boolean
mart,transactions_gold_06,col_15,bigint
mart,transactions_gold_06,col_16,int
mart,transactions_gold_07,sku,double
mart,transactions_gold_07,event_ts,bigint
mart,transactions_gold_07,dt,timestamp
mart,transactions_gold_07,col_4,timestamp
mart,transactions_gold_07,col_5,timestamp
mart,transactions_gold_07,col_6,boolean
mart,transactions_gold_07,col_7,string
mart,transactions_gold_07,col_8,timestamp
mart,transactions_gold_07,col_9,timestamp
mart,transactions_gold_07,col_10,"decimal(10,2)"
mart,transactions_gold_08,event_ts,boolean
mart,transactions_gold_08,amount,int
mart,transactions_gold_08,status,string
mart,transactions_gold_08,col_4,timestamp
mart,transactions_gold_08,col_5,bigint
mart,transactions_gold_08,col_6,boolean
mart,transactions_gold_08,col_7,boolean
mart,transactions_gold_08,col_8,"decimal(10,2)"
mart,transactions_gold_09,country,double
mart,transactions_gold_09,dt,timestamp
mart,transactions_gold_09,order_id,int
mart,transactions_gold_09,col_4,int
mart,transactions_gold_09,col_5,double
mart,transactions_gold_09,col_6,boolean
mart,transactions_gold_09,col_7,int
mart,transactions_gold_09,col_8,string
mart,transactions_gold_09,col_9,boolean
mart,transactions_gold_10,customer_id,int
mart,transactions_gold_10,amount,date
mart,transactions_gold_10,country,"decimal(10,2)"
mart,transactions_gold_10,col_4,boolean
mart,transactions_gold_10,col_5,"decimal(10,2)"
mart,transactions_gold_10,col_6,"decimal(10,2)"
mart,transactions_gold_10,col_7,timestamp
mart,transactions_gold_10,col_8,"decimal(10,2)"
mart,transactions_gold_10,col_9,bigint
mart,transactions_gold_10,col_10,string
mart,transactions_gold_11,amount,double
mart,transactions_gold_11,event_ts,int
mart,transactions_gold_11,dt,boolean
mart,transactions_gold_11,col_4,double
mart,transactions_gold_11,col_5,string
mart,transactions_gold_11,col_6,double
mart,transactions_gold_11,col_7,string
mart,transactions_gold_11,col_8,int
mart,transactions_gold_11,col_9,date
mart,transactions_gold_11,col_10,"decimal(10,2)"
mart,transactions_gold_11,col_11,bigint
mart,transactions_gold_12,customer_id,timestamp
mart,transactions_gold_12,order_id,double
mart,transactions_gold_12,amount,bigint
mart,transactions_gold_12,col_4,date
mart,transactions_gold_12,col_5,string
mart,transactions_gold_12,col_6,bigint
mart,transactions_gold_12,col_7,"decimal(10,2)"
mart,transactions_gold_12,col_8,int
mart,transactions_gold_13,order_id,"decimal(10,2)"
mart,transactions_gold_13,country,date
mart,transactions_gold_13,event_ts,string
mart,transactions_gold_13,col_4,timestamp
mart,transactions_gold_13,col_5,timestamp
mart,transactions_gold_13,col_6,double
mart,transactions_gold_13,col_7,string
mart,transactions_gold_13,col_8,double
mart,transactions_gold_13,col_9,date
mart,transactions_gold_13,col_10,date
mart,transactions_gold_13,col_11,double
mart,transactions_gold_13,col_12,int
mart,transactions_gold_13,col_13,int
mart,transactions_gold_13,col_14,int
mart,transactions_gold_13,col_15,"decimal(10,2)"
mart,transactions_gold_13,col_16,double
mart,transactions_gold_13,col_17,double
mart,transactions_gold_13,col_18,boolean
mart,transactions_gold_14,sku,boolean
mart,transactions_gold_14,dt,date
mart,transactions_gold_14,sku,bigint
mart,transactions_gold_14,col_4,date
mart,transactions_gold_14,col_5,timestamp
mart,transactions_gold_14,col_6,timestamp
mart,transactions_gold_14,col_7,int
mart,transactions_gold_14,col_8,date
mart,transactions_gold_14,col_9,double
mart,transactions_gold_14,col_10,int
mart,transactions_gold_14,col_11,timestamp
mart,transactions_gold_14,col_12,"decimal(10,2)"
mart,transactions_gold_14,col_13,bigint
mart,clicks_gold_01,customer_id,date
mart,clicks_gold_01,customer_id,"decimal(10,2)"
mart,clicks_gold_01,customer_id,double
mart,clicks_gold_01,col_4,int
mart,clicks_gold_01,col_5,string
